,STATE,WINNER,PARTY,SYMBOL,GENDER,AGE,CATEGORY,EDUCATION,"TOTAL
VOTES",TOTAL ELECTORS
2145,Rajasthan,Loser,BTP,Auto- Rickshaw,MALE,65.0,ST,Post Graduate,51643,2069559
2146,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,28179,2069559
551,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17528,2015911
1943,Sikkim,Loser,SDF,Umbrella,MALE,42.0,GENERAL,Graduate Professional,154489,434128
1942,Sikkim,Winner,SKM,Table Lamp,MALE,30.0,GENERAL,Post Graduate,166922,434128
1945,Sikkim,Loser,INC,Hand,MALE,58.0,GENERAL,10th Pass,3990,434128
1944,Sikkim,Loser,BJP,Lotus,MALE,33.0,ST,5th Pass,16572,434128
1666,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,36.0,GENERAL,Post Graduate,53545,1391853
1665,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,55.0,GENERAL,Graduate Professional,280179,1391853
1664,Tamil Nadu,Winner,DMK,Rising Sun,MALE,77.0,GENERAL,Post Graduate,683697,1391853
1667,Tamil Nadu,Loser,IND,Gift Pack,MALE,58.0,GENERAL,Post Graduate,45591,1391853
116,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,40.0,GENERAL,Post Graduate,29347,1500016
2119,Tamil Nadu,Loser,IND,Gift Pack,MALE,47.0,GENERAL,10th Pass,38639,1473862
2118,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,59.0,GENERAL,Graduate Professional,362085,1473862
1584,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,18149,1366060
2213,Tamil Nadu,Winner,DMK,Rising Sun,MALE,58.0,SC,Doctorate,559585,1444335
127,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,37.0,GENERAL,Post Graduate,32409,1449150
2214,Tamil Nadu,Loser,PMK,Mango,MALE,66.0,SC,Graduate,431517,1444335
2215,Tamil Nadu,Loser,IND,Gift Pack,MALE,55.0,SC,8th Pass,58019,1444335
2216,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,30.0,SC,Post Graduate,24609,1444335
2217,Tamil Nadu,Loser,MNM,Battery Torch,MALE,48.0,SC,Post Graduate,17891,1444335
128,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,16921,1449150
129,Tamil Nadu,Loser,MNM,Battery Torch,MALE,41.0,GENERAL,8th Pass,14776,1449150
2120,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,41.0,GENERAL,Post Graduate,27503,1473862
1583,Tamil Nadu,Loser,IND,Gift Pack,MALE,66.0,SC,Post Graduate,40419,1366060
1668,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,11325,1391853
1581,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,59.0,SC,Graduate,342009,1366060
115,Tamil Nadu,Loser,IND,Gift Pack,MALE,43.0,GENERAL,8th Pass,66826,1500016
114,Tamil Nadu,Loser,PMK,Mango,MALE,55.0,GENERAL,Post Graduate,343234,1500016
113,Tamil Nadu,Winner,DMK,Rising Sun,MALE,71.0,GENERAL,10th Pass,672190,1500016
2224,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,36.0,GENERAL,Graduate Professional,53040,1484256
1674,Tamil Nadu,Winner,DMK,Rising Sun,MALE,49.0,GENERAL,Graduate Professional,554230,1520504
1675,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,47.0,GENERAL,Post Graduate,378347,1520504
1676,Tamil Nadu,Loser,MNM,Battery Torch,FEMALE,40.0,GENERAL,Graduate Professional,59693,1520504
1677,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,35.0,GENERAL,Others,31483,1520504
2225,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17292,1484256
1678,Tamil Nadu,Loser,IND,Gift Pack,MALE,49.0,GENERAL,Graduate,26663,1520504
1679,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15110,1520504
1539,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15073,1413599
1538,Tamil Nadu,Loser,IND,Gift Pack,MALE,54.0,GENERAL,12th Pass,23347,1413599
1537,Tamil Nadu,Loser,MNM,Battery Torch,MALE,57.0,GENERAL,Graduate,30947,1413599
1582,Tamil Nadu,Loser,MNM,Battery Torch,MALE,55.0,SC,Graduate Professional,41169,1366060
1536,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,44.0,GENERAL,Doctorate,38531,1413599
1534,Tamil Nadu,Winner,DMK,Rising Sun,MALE,54.0,GENERAL,Graduate,626293,1413599
118,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,12179,1500016
2223,Tamil Nadu,Loser,MNM,Battery Torch,MALE,41.0,GENERAL,Not Available,57129,1484256
2222,Tamil Nadu,Loser,IND,Gift Pack,MALE,45.0,GENERAL,12th Pass,107615,1484256
2122,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,12317,1473862
2121,Tamil Nadu,Loser,MNM,Battery Torch,MALE,44.0,GENERAL,Others,14654,1473862
2221,Tamil Nadu,Loser,DMDK,Nagara,MALE,47.0,GENERAL,10th Pass,316329,1484256
117,Tamil Nadu,Loser,MNM,Battery Torch,MALE,61.0,GENERAL,Post Graduate,23771,1500016
2220,Tamil Nadu,Winner,INC,Hand,MALE,44.0,GENERAL,Graduate Professional,470883,1484256
2219,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,11943,1444335
124,Tamil Nadu,Winner,INC,Hand,MALE,46.0,GENERAL,Graduate Professional,617760,1449150
125,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,63.0,GENERAL,Graduate Professional,386954,1449150
126,Tamil Nadu,Loser,IND,Gift Pack,MALE,55.0,GENERAL,Post Graduate,46383,1449150
1580,Tamil Nadu,Winner,DMK,Rising Sun,MALE,55.0,SC,Graduate Professional,547832,1366060
1535,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,70.0,GENERAL,10th Pass,361142,1413599
2218,Tamil Nadu,Loser,IND,Jackfruit,MALE,64.0,SC,Illiterate,12781,1444335
1078,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,41.0,GENERAL,Graduate Professional,17069,1501250
2116,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,21861,1530014
1318,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,38.0,GENERAL,Post Graduate,42901,1539026
1317,Tamil Nadu,Loser,MNM,Battery Torch,MALE,52.0,GENERAL,Graduate Professional,85048,1539026
1316,Tamil Nadu,Loser,IND,Gift Pack,MALE,42.0,GENERAL,Graduate Professional,85747,1539026
1315,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,36.0,GENERAL,Post Graduate,307680,1539026
1314,Tamil Nadu,Winner,CPI(M),"Hammer, Sickle and Star",MALE,49.0,GENERAL,12th Pass,447075,1539026
658,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14177,1541881
2051,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14056,1492317
1319,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,16187,1539026
2050,Tamil Nadu,Loser,MNM,Battery Torch,MALE,44.0,SC,8th Pass,24023,1492317
695,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,52.0,GENERAL,12th Pass,352973,1462246
696,Tamil Nadu,Loser,MNM,Battery Torch,MALE,43.0,GENERAL,Others,47719,1462246
697,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,43.0,GENERAL,Post Graduate,39010,1462246
698,Tamil Nadu,Loser,IND,Gift Pack,MALE,41.0,GENERAL,Graduate,25858,1462246
1834,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,44.0,GENERAL,Graduate Professional,459376,1612512
1835,Tamil Nadu,Loser,MNM,Battery Torch,MALE,28.0,GENERAL,Graduate Professional,58662,1612512
1836,Tamil Nadu,Loser,IND,Gift Pack,MALE,57.0,GENERAL,10th Pass,52332,1612512
694,Tamil Nadu,Winner,DMK,Rising Sun,MALE,72.0,GENERAL,Graduate,563591,1462246
1833,Tamil Nadu,Winner,DMK,Rising Sun,MALE,49.0,GENERAL,Graduate Professional,606302,1612512
657,Tamil Nadu,Loser,MNM,Battery Torch,MALE,52.0,GENERAL,Graduate Professional,38784,1541881
656,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,56.0,GENERAL,Not Available,54957,1541881
624,Tamil Nadu,Winner,DMK,Rising Sun,MALE,41.0,GENERAL,Post Graduate,574988,1485804
625,Tamil Nadu,Loser,PMK,Mango,MALE,50.0,GENERAL,Graduate Professional,504235,1485804
626,Tamil Nadu,Loser,IND,Gift Pack,MALE,57.0,GENERAL,Post Graduate,53655,1485804
2117,Tamil Nadu,Winner,DMK,Rising Sun,MALE,45.0,GENERAL,Graduate,666272,1473862
628,Tamil Nadu,Loser,MNM,Battery Torch,MALE,43.0,GENERAL,Post Graduate,15614,1485804
629,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13379,1485804
2067,Tamil Nadu,Winner,AIADMK,Two Leaves,MALE,39.0,GENERAL,Post Graduate,504813,1561040
2066,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15105,1461052
2065,Tamil Nadu,Loser,MNM,Battery Torch,MALE,53.0,GENERAL,Post Graduate,23477,1461052
2064,Tamil Nadu,Loser,IND,Jackfruit,MALE,63.0,GENERAL,Post Graduate,28274,1461052
2063,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,44.0,GENERAL,12th Pass,57924,1461052
2062,Tamil Nadu,Loser,IND,Gift Pack,MALE,62.0,GENERAL,Post Graduate,102871,1461052
2061,Tamil Nadu,Loser,TMC(M),Auto- Rickshaw,MALE,52.0,GENERAL,Graduate Professional,220849,1461052
2060,Tamil Nadu,Winner,DMK,Rising Sun,MALE,68.0,GENERAL,Graduate Professional,588978,1461052
653,Tamil Nadu,Winner,DMK,Rising Sun,MALE,52.0,GENERAL,Illiterate,746523,1541881
654,Tamil Nadu,Loser,PMK,Mango,MALE,48.0,GENERAL,Not Available,207551,1541881
655,Tamil Nadu,Loser,IND,Gift Pack,MALE,42.0,GENERAL,Post Graduate,62875,1541881
1837,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,57.0,GENERAL,12th Pass,33890,1612512
2068,Tamil Nadu,Loser,INC,Hand,MALE,70.0,GENERAL,Graduate,428120,1561040
1838,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17130,1612512
2049,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,32.0,SC,12th Pass,59445,1492317
1116,Tamil Nadu,Loser,MNM,Battery Torch,MALE,42.0,GENERAL,Graduate Professional,15967,1387286
1115,Tamil Nadu,Loser,IND,Gift Pack,MALE,52.0,GENERAL,Graduate Professional,31139,1387286
1114,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,53.0,GENERAL,Post Graduate,38543,1387286
1113,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,73.0,GENERAL,Doctorate,275151,1387286
1112,Tamil Nadu,Winner,INC,Hand,FEMALE,43.0,GENERAL,Post Graduate,695697,1387286
1050,Tamil Nadu,Loser,DMDK,Nagara,MALE,51.0,GENERAL,Graduate,321794,1528938
1051,Tamil Nadu,Loser,IND,Gift Pack,MALE,69.0,GENERAL,Graduate Professional,50179,1528938
1049,Tamil Nadu,Winner,DMK,Rising Sun,MALE,44.0,GENERAL,Post Graduate,721713,1528938
1052,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,40.0,GENERAL,Not Available,30246,1528938
1059,Tamil Nadu,Winner,DMK,Rising Sun,MALE,44.0,SC,Post Graduate,684004,1643992
1060,Tamil Nadu,Loser,AIADMK,Two Leaves,FEMALE,36.0,SC,Post Graduate,397372,1643992
1061,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,26.0,SC,Post Graduate,62771,1643992
1062,Tamil Nadu,Loser,IND,Gift Pack,MALE,51.0,SC,Post Graduate,55213,1643992
1063,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,21661,1643992
1076,Tamil Nadu,Winner,INC,Hand,MALE,68.0,GENERAL,Post Graduate,627235,1501250
1077,Tamil Nadu,Loser,BJP,Lotus,MALE,67.0,GENERAL,Graduate Professional,367302,1501250
1053,Tamil Nadu,Loser,MNM,Battery Torch,MALE,40.0,GENERAL,12th Pass,14587,1528938
1969,Tamil Nadu,Winner,INC,Hand,MALE,47.0,GENERAL,Graduate Professional,566104,1552019
1970,Tamil Nadu,Loser,BJP,Lotus,MALE,61.0,GENERAL,Graduate Professional,233860,1552019
1971,Tamil Nadu,Loser,IND,Gift Pack,MALE,43.0,GENERAL,Not Available,122534,1552019
2048,Tamil Nadu,Loser,IND,Gift Pack,FEMALE,32.0,SC,Post Graduate,92116,1492317
2047,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,66.0,SC,Post Graduate,355389,1492317
2046,Tamil Nadu,Winner,DMK,Rising Sun,MALE,44.0,SC,Post Graduate,476156,1492317
2015,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,23343,2253448
2014,Tamil Nadu,Loser,IND,Gift Pack,MALE,59.0,GENERAL,Post Graduate,41497,2253448
2013,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,41.0,GENERAL,Graduate,84979,2253448
2012,Tamil Nadu,Loser,MNM,Battery Torch,MALE,46.0,GENERAL,Graduate,135525,2253448
2011,Tamil Nadu,Loser,PMK,Mango,MALE,49.0,GENERAL,Post Graduate,285326,2253448
1240,Tamil Nadu,Loser,MNM,Battery Torch,MALE,50.0,GENERAL,Graduate,16995,1530404
1239,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,19825,1530404
1238,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,37.0,GENERAL,Post Graduate,28000,1530404
1237,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,67.0,GENERAL,Graduate Professional,454533,1530404
1236,Tamil Nadu,Winner,INC,Hand,MALE,58.0,GENERAL,Post Graduate,611298,1530404
2010,Tamil Nadu,Winner,DMK,Rising Sun,MALE,77.0,GENERAL,Graduate,793281,2253448
1974,Tamil Nadu,Loser,IND,Mixee,MALE,59.0,GENERAL,10th Pass,11167,1552019
1973,Tamil Nadu,Loser,MNM,Battery Torch,MALE,46.0,GENERAL,12th Pass,22931,1552019
1972,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,27.0,GENERAL,Post Graduate,72240,1552019
699,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14795,1462246
2069,Tamil Nadu,Loser,IND,Gift Pack,MALE,58.0,GENERAL,Not Available,144050,1561040
627,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,30.0,GENERAL,Post Graduate,19674,1485804
2071,Tamil Nadu,Loser,MNM,Battery Torch,MALE,51.0,GENERAL,Post Graduate,16879,1561040
2086,Tamil Nadu,Loser,MNM,Battery Torch,MALE,59.0,GENERAL,Post Graduate,25702,1427783
2085,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,55.0,GENERAL,12th Pass,49222,1427783
2084,Tamil Nadu,Loser,IND,Gift Pack,MALE,52.0,GENERAL,Doctorate,76866,1427783
499,Tamil Nadu,Winner,DMK,Rising Sun,MALE,52.0,GENERAL,Graduate,448911,1332300
500,Tamil Nadu,Loser,PMK,Mango,MALE,41.0,GENERAL,Post Graduate,147391,1332300
501,Tamil Nadu,Loser,MNM,Battery Torch,FEMALE,54.0,GENERAL,Post Graduate,92249,1332300
502,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,31.0,GENERAL,Post Graduate,30886,1332300
503,Tamil Nadu,Loser,SDPI,Gift Pack,MALE,48.0,GENERAL,Others,23741,1332300
504,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13822,1332300
505,Tamil Nadu,Winner,DMK,Rising Sun,MALE,49.0,GENERAL,Post Graduate,590986,1487681
506,Tamil Nadu,Loser,DMDK,Nagara,MALE,65.0,GENERAL,12th Pass,129468,1487681
507,Tamil Nadu,Loser,MNM,Battery Torch,MALE,62.0,GENERAL,Post Graduate,103167,1487681
508,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,33.0,GENERAL,Graduate,60515,1487681
1776,Tamil Nadu,Winner,IUML,Ladder,MALE,39.0,GENERAL,12th Pass,469943,1559740
1777,Tamil Nadu,Loser,BJP,Lotus,MALE,59.0,GENERAL,Post Graduate,342821,1559740
1778,Tamil Nadu,Loser,IND,Gift Pack,MALE,38.0,GENERAL,Graduate Professional,141806,1559740
1779,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,37.0,GENERAL,Graduate,46385,1559740
2093,Tamil Nadu,Winner,INC,Hand,MALE,69.0,GENERAL,Post Graduate,621285,1508963
2094,Tamil Nadu,Loser,DMDK,Nagara,MALE,70.0,GENERAL,Graduate Professional,161999,1508963
2095,Tamil Nadu,Loser,IND,Gift Pack,FEMALE,60.0,GENERAL,Post Graduate,100818,1508963
2096,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,33.0,GENERAL,Post Graduate,65286,1508963
2115,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,50.0,GENERAL,10th Pass,42189,1530014
1503,Tamil Nadu,Loser,MNM,Battery Torch,MALE,61.0,SC,Graduate Professional,14503,1303649
1502,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,25.0,SC,Graduate Professional,51448,1303649
1501,Tamil Nadu,Loser,IND,Gift Pack,FEMALE,36.0,SC,Graduate,70307,1303649
1500,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,41.0,SC,Post Graduate,311539,1303649
1499,Tamil Nadu,Winner,CPI(M),Ears of Corn And Sickle,MALE,63.0,SC,12th Pass,522892,1303649
2114,Tamil Nadu,Loser,IND,Gift Pack,MALE,65.0,GENERAL,8th Pass,43816,1530014
2113,Tamil Nadu,Loser,MNM,Battery Torch,MALE,46.0,GENERAL,10th Pass,64657,1530014
2070,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,59.0,GENERAL,Graduate,27864,1561040
2112,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,56.0,GENERAL,10th Pass,415357,1530014
2104,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,10968,1547800
2103,Tamil Nadu,Loser,MNM,Battery Torch,MALE,53.0,GENERAL,Post Graduate,23120,1547800
2102,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,41.0,GENERAL,Graduate,49935,1547800
2101,Tamil Nadu,Loser,IND,Gift Pack,MALE,55.0,GENERAL,12th Pass,62235,1547800
2100,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,47.0,GENERAL,Post Graduate,337273,1547800
2099,Tamil Nadu,Winner,DMK,Rising Sun,MALE,54.0,GENERAL,10th Pass,522993,1547800
2098,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14437,1508963
2097,Tamil Nadu,Loser,MNM,Battery Torch,MALE,53.0,GENERAL,Graduate,42134,1508963
2111,Tamil Nadu,Winner,CPI(M),Ears of Corn And Sickle,MALE,71.0,GENERAL,10th Pass,508725,1530014
1402,Tamil Nadu,Loser,MNM,Battery Torch,MALE,46.0,GENERAL,8th Pass,17005,1484842
1780,Tamil Nadu,Loser,MNM,Battery Torch,MALE,30.0,GENERAL,Graduate Professional,14925,1559740
556,Tamil Nadu,Winner,CPI(M),"Hammer, Sickle and Star",MALE,68.0,GENERAL,12th Pass,571150,1958904
534,Tamil Nadu,Loser,MNM,Battery Torch,MALE,49.0,SC,Others,15334,1480222
557,Tamil Nadu,Loser,BJP,Lotus,MALE,61.0,GENERAL,Graduate,392007,1958904
558,Tamil Nadu,Loser,MNM,Battery Torch,MALE,55.0,GENERAL,Post Graduate,145104,1958904
559,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,36.0,GENERAL,Post Graduate,60519,1958904
560,Tamil Nadu,Loser,IND,Gift Pack,MALE,68.0,GENERAL,12th Pass,38061,1958904
561,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,23190,1958904
2078,Tamil Nadu,Loser,BSP,Elephant,MALE,48.0,SC,12th Pass,15187,1946870
2077,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,18275,1946870
533,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15535,1480222
566,Tamil Nadu,Winner,DMK,Rising Sun,MALE,48.0,GENERAL,Graduate Professional,522160,1364038
568,Tamil Nadu,Loser,IND,Gift Pack,MALE,49.0,GENERAL,10th Pass,44892,1364038
569,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,40.0,GENERAL,Graduate,34692,1364038
570,Tamil Nadu,Loser,MNM,Battery Torch,MALE,44.0,GENERAL,Post Graduate,23713,1364038
2076,Tamil Nadu,Loser,IND,Gift Pack,MALE,43.0,SC,Graduate Professional,33944,1946870
2075,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,42.0,SC,Graduate Professional,65416,1946870
2074,Tamil Nadu,Loser,MNM,Battery Torch,MALE,35.0,SC,Post Graduate,73731,1946870
2073,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,66.0,SC,Graduate Professional,410337,1946870
2072,Tamil Nadu,Winner,INC,Hand,MALE,69.0,SC,Doctorate,767292,1946870
567,Tamil Nadu,Loser,PMK,Mango,MALE,69.0,GENERAL,Post Graduate,378177,1364038
532,Tamil Nadu,Loser,NTK,Ganna Kisan,MALE,35.0,SC,Not Available,37471,1480222
515,Tamil Nadu,Loser,IND,Gift Pack,MALE,55.0,GENERAL,Doctorate,29522,1973533
530,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,46.0,SC,Post Graduate,497010,1480222
1401,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,27.0,GENERAL,Graduate,41056,1484842
1400,Tamil Nadu,Loser,IND,Gift Pack,MALE,39.0,GENERAL,12th Pass,69030,1484842
1399,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,64.0,GENERAL,Post Graduate,337978,1484842
531,Tamil Nadu,Loser,IND,Gift Pack,MALE,55.0,SC,Doctorate,62308,1480222
1398,Tamil Nadu,Winner,DMK,Rising Sun,MALE,74.0,GENERAL,Graduate,599292,1484842
509,Tamil Nadu,Loser,IND,Gift Pack,MALE,44.0,GENERAL,10th Pass,33277,1487681
510,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15687,1487681
512,Tamil Nadu,Loser,AIADMK,Two Leaves,MALE,31.0,GENERAL,Graduate Professional,302649,1973533
511,Tamil Nadu,Winner,DMK,Rising Sun,FEMALE,56.0,GENERAL,Doctorate,564872,1973533
514,Tamil Nadu,Loser,NTK,Ganna Kisan,FEMALE,26.0,GENERAL,Post Graduate,50222,1973533
1079,Tamil Nadu,Loser,IND,Gift Pack,MALE,55.0,GENERAL,Post Graduate,12345,1501250
516,Tamil Nadu,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,16891,1973533
2083,Tamil Nadu,Loser,BJP,Lotus,FEMALE,57.0,GENERAL,Graduate Professional,215934,1427783
2082,Tamil Nadu,Winner,DMK,Rising Sun,FEMALE,51.0,GENERAL,Graduate Professional,563143,1427783
529,Tamil Nadu,Winner,VCK,Pot,MALE,56.0,SC,Doctorate,500229,1480222
513,Tamil Nadu,Loser,MNM,Battery Torch,MALE,40.0,GENERAL,Graduate,135465,1973533
2238,Telangana,Loser,INC,Hand,MALE,56.0,SC,Graduate,262200,1666770
2239,Telangana,Loser,BJP,Lotus,MALE,65.0,SC,12th Pass,83777,1666770
1894,Telangana,Loser,JnP,Glass Tumbler,MALE,44.0,GENERAL,8th Pass,9683,1968276
2242,Telangana,Loser,IND,Road Roller,MALE,37.0,SC,Post Graduate,14033,1666770
2260,Telangana,Loser,INC,Hand,MALE,49.0,GENERAL,Post Graduate,428015,1498666
1891,Telangana,Winner,BJP,Lotus,MALE,58.0,GENERAL,Others,384780,1968276
2237,Telangana,Winner,TRS,Car,MALE,51.0,SC,Graduate,612498,1666770
1893,Telangana,Loser,INC,Hand,MALE,58.0,GENERAL,Graduate,173229,1968276
1892,Telangana,Loser,TRS,Car,MALE,32.0,GENERAL,Post Graduate,322666,1968276
2240,Telangana,Loser,AHNP,CHAPATI ROLLER,FEMALE,45.0,SC,Graduate,29183,1666770
2259,Telangana,Winner,TRS,Car,MALE,63.0,GENERAL,Graduate,434244,1498666
2241,Telangana,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,18801,1666770
0,Telangana,Winner,BJP,Lotus,MALE,52.0,ST,12th Pass,377374,1489790
2262,Telangana,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,11140,1498666
1326,Telangana,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14082,1424385
1327,Telangana,Loser,IND,Scissors,FEMALE,49.0,ST,5th Pass,11058,1424385
413,Telangana,Loser,IND,Road Roller,MALE,44.0,SC,Illiterate,27973,1628033
411,Telangana,Loser,BJP,Lotus,MALE,46.0,GENERAL,Post Graduate,65457,1628033
410,Telangana,Loser,TRS,Car,MALE,60.0,GENERAL,Post Graduate,527576,1628033
409,Telangana,Winner,INC,Hand,MALE,55.0,GENERAL,12th Pass,532795,1628033
1341,Telangana,Winner,TRS,Car,MALE,60.0,GENERAL,12th Pass,411402,1506102
1342,Telangana,Loser,BJP,Lotus,FEMALE,59.0,GENERAL,10th Pass,333573,1506102
1343,Telangana,Loser,INC,Hand,MALE,38.0,GENERAL,12th Pass,193631,1506102
1325,Telangana,Loser,IND,Camera,MALE,38.0,ST,Post Graduate,14866,1424385
1344,Telangana,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,10600,1506102
1362,Telangana,Loser,TRS,Car,MALE,50.0,GENERAL,12th Pass,592829,3150313
1363,Telangana,Loser,BJP,Lotus,MALE,59.0,GENERAL,Post Graduate,304282,3150313
1364,Telangana,Loser,JnP,Glass Tumbler,MALE,43.0,GENERAL,10th Pass,28420,3150313
1365,Telangana,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17895,3150313
1408,Telangana,Winner,TRS,Car,MALE,53.0,GENERAL,Graduate,596048,1603318
1409,Telangana,Loser,INC,Hand,MALE,46.0,GENERAL,10th Pass,279621,1603318
1410,Telangana,Loser,BJP,Lotus,MALE,54.0,GENERAL,Graduate Professional,201567,1603318
1411,Telangana,Loser,IND,BOX,MALE,49.0,GENERAL,12th Pass,18813,1603318
1412,Telangana,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15390,1603318
1361,Telangana,Winner,INC,Hand,MALE,51.0,GENERAL,Graduate,603748,3150313
1324,Telangana,Loser,BJP,Lotus,MALE,37.0,ST,Graduate,25487,1424385
1323,Telangana,Loser,CPI(M),Ears of Corn And Sickle,MALE,45.0,ST,10th Pass,45719,1424385
1322,Telangana,Loser,TJS,BOX,MALE,33.0,ST,Post Graduate,57073,1424385
902,Telangana,Loser,INC,Hand,MALE,46.0,GENERAL,12th Pass,49944,1957931
901,Telangana,Loser,TRS,Car,MALE,46.0,GENERAL,Graduate Professional,63239,1957931
